Weight,Height,BMI,Gender,Age,BMIcase
60.46579799,1.786134951,18.95314352,Male,19,normal
89.69737497,1.77099008,28.59877797,Male,54,over weight
59.17525959,1.579685438,23.71367931,Female,56,normal
55.35357184,1.594368212,21.77551305,Female,38,normal
50.88862014,1.866558378,14.60620933,Male,48,sever thinness
85.87006386,1.738376342,28.41542657,Female,57,over weight
97.65304411,1.828756462,29.19940746,Female,65,over weight
85.32963021,1.809096529,26.0721222,Female,63,over weight
108.5392962,1.853760864,31.58490554,Male,53,obese
99.60377511,1.814450377,30.25419547,Female,50,severe obese
91.69115973,1.789559587,28.63090911,Female,61,severe obese
109.9572797,1.797210199,34.04287563,Female,51,severe obese
63.3440658,1.6845087,22.32335261,Female,61,normal
62.68855976,1.891613453,17.51957249,Male,31,mild thinness
84.67616935,1.869003132,24.24047606,Male,60,normal
58.13161225,1.874658556,16.54123803,Male,61,moderate thinness
85.43414237,1.931723483,22.89504732,Male,20,normal
67.96960016,1.451842654,32.24598238,Female,50,obese
52.42369178,1.948504455,13.80780978,Male,42,sever thinness
102.2104886,1.777775871,32.34010679,Female,19,severe obese
88.05465901,1.753283354,28.64495343,Female,56,over weight
62.95431735,1.878553441,17.83932471,Male,53,mild thinness
69.06882744,1.854132791,20.09094727,Male,30,normal
90.64789954,1.836366476,26.88060464,Male,31,over weight
97.68810391,1.797267567,30.2423967,Male,35,obese
99.41468296,1.820605016,29.99294159,Female,54,severe obese
76.18391095,1.933665812,20.37513178,Male,40,normal
100.7981911,1.869686352,28.83468575,Male,41,over weight
105.8109806,1.898845411,29.34617618,Male,28,over weight
99.89795728,1.699341697,34.59355386,Female,39,severe obese
67.41063266,1.613090112,25.90664327,Female,52,over weight
71.84565697,1.59340573,28.29748061,Female,30,over weight
52.47743869,1.5347579,22.27885541,Female,64,normal
103.6031548,1.821776557,31.21639603,Female,62,severe obese
87.00669211,1.587462292,34.52596464,Female,21,severe obese
101.2442581,1.918122777,27.51804631,Male,48,over weight
106.8008396,1.762976052,34.36226962,Female,26,severe obese
70.55973232,1.820009893,21.30146276,Male,36,normal
79.16622349,1.597992864,31.00203891,Female,24,severe obese
50.10914255,1.716777218,17.00157236,Male,31,mild thinness
78.86177681,1.734755415,26.20535541,Male,60,over weight
55.15101097,1.89912317,15.29139874,Male,62,sever thinness
108.5227026,1.898978279,30.09404779,Male,19,obese
79.91032361,1.514065715,34.85888075,Female,65,obese
60.04560308,1.771142189,19.14142891,Female,25,normal
98.36885326,1.93839144,26.18030141,Male,52,over weight
74.85330781,1.798033011,23.15344801,Female,64,normal
87.33902712,1.686037149,30.72373929,Female,39,severe obese
86.35398212,1.905820671,23.77487832,Male,61,normal
70.45999632,1.947610893,18.57540222,Male,60,normal
61.51457436,1.53631783,26.06248856,Female,59,over weight
101.8978573,1.865422539,29.28266588,Male,47,over weight
90.62551562,1.966113234,23.44409312,Male,44,normal
81.68942174,1.657833505,29.72240837,Female,58,over weight
64.43763152,1.649638561,23.67892431,Female,22,normal
91.21538805,1.809030636,27.87252197,Male,41,over weight
84.26928096,1.725461596,28.30470895,Female,55,severe obese
53.23283184,1.96251304,13.8214774,Male,39,sever thinness
57.82359702,1.457452888,27.22175081,Female,57,over weight
100.7826887,1.820127253,30.42162688,Female,41,severe obese
55.00274388,1.947991341,14.49473605,Male,41,sever thinness
89.43600597,1.815853586,27.12381293,Female,62,over weight
105.4685804,1.780439676,33.27120826,Female,40,severe obese
77.63644588,1.781278496,24.46819852,Male,64,normal
57.53603299,1.837832273,17.03445202,Male,28,mild thinness
52.02847108,1.526902482,22.31610836,Female,43,normal
63.4652731,1.639179115,23.62018686,Female,35,normal
51.2840033,1.817343451,15.52772742,Male,25,sever thinness
74.96862125,1.588548345,29.70835814,Female,37,over weight
78.96958945,1.73027779,26.37717095,Male,44,over weight
53.56160204,1.718494879,18.13665006,Male,65,mild thinness
76.55848159,1.79945124,23.64357507,Male,62,normal
77.81441979,1.816156858,23.59138149,Male,47,normal
92.8527911,1.699236758,32.15786254,Female,55,severe obese
100.4603815,1.926929435,27.05597576,Male,61,over weight
55.85329798,1.496014411,24.95613165,Female,48,normal
97.77636563,1.674568022,34.86810164,Female,45,obese
51.81788719,1.467795881,24.05184363,Female,31,normal
67.9730545,1.871404701,19.40891928,Male,32,normal
60.60255106,1.895062226,16.87500679,Male,65,moderate thinness
53.39445852,1.757412866,17.28815244,Female,20,mild thinness
77.06162442,1.823725887,23.16962657,Male,21,normal
85.42513916,1.876586323,24.25764308,Male,35,normal
53.43967463,1.817791456,16.17244525,Male,29,moderate thinness
79.58555942,1.820156049,24.02243498,Female,54,normal
82.53622622,1.692805931,28.8025052,Female,52,severe obese
61.7658612,1.582174864,24.67399883,Female,59,normal
106.8897697,1.959369304,27.84219951,Male,28,severe obese
67.72009367,1.797062671,20.96964625,Female,46,normal
56.20625159,1.829830424,16.78660745,Female,43,moderate thinness
88.67322708,1.783070319,27.89045328,Female,63,severe obese
96.16917003,1.796007928,29.81393973,Female,20,over weight
72.28269474,1.667735672,25.98842131,Female,44,over weight
91.93791952,1.759843491,29.68565113,Female,21,severe obese
76.04982609,1.663211105,27.49181882,Female,48,over weight
74.62513618,1.705707881,25.64931817,Male,39,over weight
61.65792483,1.500215171,27.39566192,Female,32,over weight
106.7484457,1.781058578,33.65155623,Female,24,severe obese
60.87978622,1.699147293,21.08681865,Female,63,normal
77.22072395,1.564916806,31.53198853,Female,25,obese
100.9677127,1.747982931,33.04518161,Female,30,severe obese
50.52566997,1.4557713,23.84107174,Female,62,normal
65.42599118,1.821165688,19.72656157,Male,31,normal
95.88535659,1.925014502,25.87523343,Male,46,over weight
94.36193903,1.764450823,30.30942791,Female,33,obese
99.5949916,1.878615175,28.22031435,Male,54,over weight
63.4242207,1.729875985,21.19459881,Male,31,normal
78.93588878,1.574823699,31.82809311,Female,57,obese
77.11889944,1.737984163,25.53108043,Female,60,over weight
64.41462418,1.776106923,20.41955451,Male,48,normal
76.32290865,1.765933824,24.47406239,Female,24,normal
93.24536602,1.739151371,30.82850689,Female,54,obese
96.57141466,1.816539632,29.26569475,Female,26,over weight
78.45353671,1.967119927,20.2745326,Male,45,normal
67.81993565,1.764222128,21.78967955,Male,46,normal
80.71246392,1.812634441,24.56519128,Male,19,normal
83.33580582,1.756279525,27.0174504,Male,63,over weight
107.0517536,1.899031239,29.68448835,Male,44,over weight
103.8051573,1.740932849,34.24955168,Male,63,obese
53.0087358,1.768083785,16.95671669,Male,36,moderate thinness
100.0985307,1.790066519,31.23844184,Male,54,obese
98.26014859,1.683080742,34.68706187,Female,55,obese
74.19962282,1.597107558,29.0893065,Female,27,over weight
59.37738804,1.441996602,28.55568715,Female,45,over weight
74.19036116,1.764693867,23.82367371,Male,51,normal
100.5392317,1.763548975,32.32663597,Male,25,obese
56.91052721,1.891386228,15.90860739,Male,65,sever thinness
59.99563699,1.80050783,18.50672791,Male,43,normal
104.6122587,1.811747014,31.87039679,Female,25,severe obese
105.0612489,1.808985654,32.10497334,Male,19,obese
101.5676103,1.820924581,30.63171532,Female,65,obese
77.3353905,1.827541499,23.15494681,Female,50,normal
104.2342037,1.823936357,31.33220018,Male,57,obese
81.44016403,1.678213443,28.91640167,Female,45,over weight
88.53412883,1.802766506,27.24154638,Female,48,over weight
87.77206626,1.801066486,27.05807102,Female,39,severe obese
73.25382667,1.485142031,33.21194713,Female,20,obese
72.15377245,1.971282737,18.56783231,Male,61,normal
97.86556209,1.775036738,31.0609835,Female,62,severe obese
61.68487134,1.946890011,16.27405687,Male,38,moderate thinness
94.25586348,1.834915455,27.99472843,Male,54,over weight
76.83288731,1.788603812,24.01700509,Female,35,normal
79.57807605,1.898811536,22.07139138,Male,55,normal
103.8548707,1.798107566,32.12147891,Female,21,severe obese
86.7671074,1.965325069,22.46396076,Male,31,normal
79.54641574,1.770544733,25.37504424,Male,25,over weight
98.1557317,1.956381802,25.6453385,Male,45,over weight
66.71880253,1.916870525,18.15777726,Male,64,mild thinness
106.7962963,1.9275152,28.74488454,Male,37,over weight
98.87835945,1.689441315,34.64296309,Female,22,obese
79.25977872,1.727666599,26.5541853,Male,58,over weight
72.00725892,1.525700938,30.93409768,Female,38,obese
86.18318567,1.581735823,34.44725676,Female,42,severe obese
83.25131668,1.781157537,26.24136639,Female,65,over weight
106.6241539,1.785810392,33.43373579,Female,33,obese
97.40015895,1.728718255,32.59201636,Female,52,severe obese
96.39600158,1.967404814,24.90414067,Male,23,normal
101.4586076,1.825893508,30.43252651,Male,36,obese
92.124156,1.804295574,28.29815719,Male,33,over weight
98.29552727,1.713290969,33.48663476,Male,34,obese
75.84407472,1.756974242,24.56919167,Male,59,normal
71.09549188,1.781588585,22.39892732,Male,49,normal
65.28885582,1.953559365,17.10747175,Male,35,mild thinness
105.6582976,1.752360497,34.40778374,Female,51,severe obese
95.77624403,1.927229364,25.78641652,Male,64,over weight
87.93936502,1.859796176,25.42451192,Male,56,over weight
63.19471874,1.94038096,16.78443693,Male,38,moderate thinness
89.16076215,1.687236056,31.32002332,Female,51,obese
58.41358496,1.726273796,19.60173457,Male,59,normal
76.57367584,1.894236602,21.34081726,Male,31,normal
50.02642017,1.605254178,19.41385619,Female,30,normal
64.07317633,1.81804185,19.38512036,Female,61,normal
69.71113779,1.888930403,19.53755698,Male,28,normal
84.22351967,1.940550442,22.36575247,Male,33,normal
98.45703121,1.733446175,32.76619519,Female,51,obese
103.8717433,1.795742585,32.21137449,Female,58,severe obese
109.3332879,1.969377001,28.18997463,Male,31,severe obese
61.18692914,1.727564285,20.50171647,Female,19,normal
84.26914036,1.555807643,34.81422746,Female,33,obese
85.42282507,1.897049853,23.73648691,Male,56,normal
58.33770421,1.89781366,16.19728402,Male,52,moderate thinness
51.29603858,1.832316659,15.27857207,Male,38,sever thinness
72.48030535,1.816420916,21.96782327,Male,59,normal
105.0513993,1.935734658,28.03562161,Male,42,severe obese
94.68574784,1.733613263,31.5050499,Female,65,severe obese
60.14189371,1.399220499,30.71883778,Female,19,obese
74.16295815,1.631936601,27.84713234,Female,31,over weight
83.55879355,1.740762462,27.5748485,Male,37,over weight
56.43575862,1.493901713,25.2877574,Female,35,over weight
85.73203854,1.722412758,28.89805965,Female,32,severe obese
68.54031459,1.521565083,29.60499734,Female,25,over weight
97.38994574,1.718385587,32.98168815,Female,38,obese
103.9286211,1.773702751,33.03493722,Male,27,obese
104.3300529,1.743476146,34.32238099,Female,37,severe obese
55.79607762,1.878247731,15.81604617,Male,43,sever thinness
70.58222862,1.901210239,19.52697984,Male,38,normal
65.52087421,1.490647801,29.48693252,Female,61,over weight
104.0228014,1.848424655,30.44563525,Male,51,obese
65.43715799,1.634482159,24.49424517,Female,34,normal
81.75974224,1.728380625,27.36911377,Male,64,over weight
69.64051818,1.744562532,22.88173291,Female,47,normal
76.3706495,1.938376277,20.32592469,Male,41,normal
70.82102038,1.765724071,22.71519686,Female,39,normal
108.838111,1.804915194,33.40930135,Female,38,severe obese
77.16112443,1.706353288,26.50090105,Male,32,over weight
52.54000079,1.610466388,20.25754186,Female,42,normal
67.89844375,1.405967229,34.34863032,Female,37,obese
82.694965,1.755873576,26.82208789,Female,25,over weight
68.99439093,1.57214027,27.91458661,Female,19,over weight
90.9847218,1.700849572,31.45115951,Male,55,obese
72.68665917,1.815870506,22.04372369,Female,32,normal
66.80520669,1.798644173,20.64998791,Male,36,normal
81.17669134,1.940282863,21.56260613,Male,41,normal
96.67585291,1.8092214,29.53483713,Male,49,over weight
89.47612182,1.71960779,30.25856613,Female,22,severe obese
95.84262216,1.815055865,29.09234265,Female,59,severe obese
54.93306409,1.702254211,18.95767134,Male,28,normal
62.94776088,1.937714739,16.76488586,Male,34,moderate thinness
73.94877278,1.684705694,26.05450844,Female,35,over weight
100.4889704,1.785403507,31.5243129,Female,55,severe obese
108.2633334,1.769121829,34.59122261,Female,27,obese
59.39673603,1.740341604,19.61072166,Female,56,normal
68.79002828,1.806638387,21.07574913,Male,48,normal
73.7286675,1.962995097,19.13365572,Male,57,normal
55.79515003,1.673615857,19.91979597,Female,59,normal
104.9665001,1.817734142,31.76800831,Female,21,severe obese
55.83928385,1.487117856,25.24928375,Female,44,over weight
62.49055927,1.907698826,17.17096831,Male,52,mild thinness
81.74518659,1.856956073,23.7060354,Male,25,normal
55.60856056,1.419672126,27.59087938,Female,46,over weight
81.85380902,1.654173231,29.9141672,Female,41,over weight
99.32219562,1.731178212,33.14078233,Female,57,severe obese
101.6906004,1.872351234,29.00722402,Male,36,over weight
82.09214875,1.887795164,23.03519457,Male,35,normal
71.17587352,1.438356421,34.40327388,Female,38,obese
55.86388211,1.484819716,25.338661,Female,38,over weight
84.82145648,1.976940322,21.70294184,Male,22,normal
85.91585259,1.711494165,29.33070207,Female,41,severe obese
98.70401812,1.793201721,30.69562911,Female,37,severe obese
106.9246875,1.770232306,34.12066333,Female,23,severe obese
94.3888631,1.934100686,25.23263452,Male,18,over weight
69.86193658,1.434247172,33.96194979,Female,52,obese
97.08566552,1.784893086,30.4740866,Female,33,obese
62.1986315,1.586371771,24.71558436,Female,29,normal
53.60620353,1.411813909,26.89429342,Female,63,over weight
92.36528093,1.65676116,33.65030044,Female,42,obese
106.4124385,1.914740415,29.02502397,Male,41,over weight
87.31558126,1.817595251,26.43001385,Male,21,over weight
50.32977284,1.616260964,19.26646342,Female,59,normal
60.81962787,1.744159469,19.99269673,Female,38,normal
74.68392991,1.589650049,29.55453338,Female,19,over weight
56.73374125,1.645262515,20.95902219,Female,54,normal
78.48070228,1.958794268,20.45432875,Male,57,normal
