Weight,Height,Gender,Age,BMIcase
99.56298871,1.947866321,1,42,4
82.75809046,1.952152216,1,53,7
90.28189383,1.743542486,1,60,4
60.93491258,1.656871886,0,28,3
95.19353323,1.753009113,1,59,7
53.64549895,1.591138083,0,60,2
104.1598249,1.850708199,1,49,5
103.238323,1.741086075,0,30,5
58.63554142,1.807219353,1,20,5
97.21168003,1.708176278,1,46,7
94.28907618,1.817245734,0,26,7
75.72171253,1.705391461,1,49,1
72.23080587,1.548104676,0,35,5
103.2304313,1.819799105,0,23,4
55.79640372,1.898968577,1,53,7
85.07506933,1.86947343,1,56,4
109.7575333,1.96284048,1,44,7
81.98782248,1.695779368,0,22,4
63.63623983,1.701400793,1,19,4
93.58855806,1.835950331,1,39,4
77.33767072,1.543411558,0,52,6
53.81163878,1.501515177,0,64,6
56.26559504,1.92371886,1,49,4
101.0487003,1.773905756,0,43,5
90.66605755,1.741318603,0,30,4
102.9920863,1.92604674,1,37,4
81.42095718,1.612328119,0,48,4
66.87105356,1.780928012,1,33,5
69.10146245,1.735028146,0,41,5
91.13240392,1.723265767,1,52,5
70.15972384,1.715478586,1,29,6
69.06224825,1.631689797,0,63,2
62.25778338,1.672479202,0,46,4
57.54931114,1.655223512,0,33,5
108.1626438,1.835743668,1,35,6
57.83668428,1.792663776,1,54,7
95.23364364,1.689278476,0,52,4
61.94948364,1.408163182,0,39,4
109.0883075,1.792401169,0,48,4
101.2999962,1.758357559,1,33,4
104.582869,1.784904218,0,19,4
75.09153155,1.837168384,1,57,3
70.97886379,1.474408713,0,19,7
102.8114631,1.80877819,0,56,7
91.95529822,1.7093653,1,53,4
67.07346868,1.75938882,1,25,5
86.7836245,1.959492743,1,20,7
89.55922741,1.72329593,0,43,5
67.26998853,1.877938402,1,23,4
82.62294466,1.928149678,1,23,7
58.62078486,1.813748107,0,62,7
106.488416,1.840000868,1,63,5
87.19431574,1.840369067,1,46,3
87.46760448,1.798166939,1,42,4
98.06029143,1.950320494,1,47,4
88.8128956,1.893219608,1,56,4
99.15328958,1.726631299,0,46,4
54.03212915,1.970858778,1,34,5
100.8338876,1.750492794,1,53,1
109.9241893,1.887675227,1,18,5
70.02149988,1.846338252,1,42,6
57.03999531,1.504400968,0,65,3
54.76069912,1.73586501,0,29,2
94.0913305,1.79509647,0,33,4
85.33236205,1.777648941,0,44,7
75.87631412,1.918915866,1,31,4
74.68167122,1.733518631,0,23,6
72.98792678,1.74728074,1,29,6
51.73396791,1.908682437,1,20,4
100.6633255,1.77933828,0,53,4
57.90271201,1.83646921,1,37,5
65.42046618,1.583795207,0,55,5
60.78700481,1.724970055,1,55,6
68.7511113,1.70182366,1,42,7
100.8870885,1.798852111,1,46,7
55.52970225,1.768843562,1,61,2
90.32403371,1.932778259,1,48,4
103.8960531,1.852180818,1,52,6
109.621914,1.876356308,1,64,5
89.10095685,1.766770187,1,57,4
64.55405328,1.929437987,1,52,3
101.1105478,1.781174969,0,47,4
84.22652413,1.888873822,1,50,5
52.95357847,1.557276013,0,57,5
65.64429249,1.918573616,1,19,5
64.47872543,1.768040172,0,40,6
106.6594209,1.808706112,0,38,6
108.2194329,1.801596873,1,39,6
104.7928204,1.926255865,1,26,5
57.88567631,1.741730302,1,28,1
77.12174876,1.489695664,0,30,7
80.59976746,1.708825153,1,26,7
73.17954951,1.548353677,0,23,4
60.46579799,1.786134951,1,19,4
89.69737497,1.77099008,1,54,3
59.17525959,1.579685438,0,56,4
55.35357184,1.594368212,0,38,4
50.88862014,1.866558378,1,48,4
85.87006386,1.738376342,0,57,2
97.65304411,1.828756462,0,65,6
85.32963021,1.809096529,0,63,7
108.5392962,1.853760864,1,53,4
99.60377511,1.814450377,0,50,5
91.69115973,1.789559587,0,61,4
109.9572797,1.797210199,0,51,3
63.3440658,1.6845087,0,61,3
62.68855976,1.891613453,1,31,5
84.67616935,1.869003132,1,60,4
58.13161225,1.874658556,1,61,5
85.43414237,1.931723483,1,20,6
67.96960016,1.451842654,0,50,6
52.42369178,1.948504455,1,42,5
102.2104886,1.777775871,0,19,4
88.05465901,1.753283354,0,56,6
62.95431735,1.878553441,1,53,7
69.06882744,1.854132791,1,30,4
90.64789954,1.836366476,1,31,4
97.68810391,1.797267567,1,35,3
99.41468296,1.820605016,0,54,4
76.18391095,1.933665812,1,40,7
100.7981911,1.869686352,1,41,4
105.8109806,1.898845411,1,28,3
99.89795728,1.699341697,0,39,6
67.41063266,1.613090112,0,52,6
71.84565697,1.59340573,0,30,7
52.47743869,1.5347579,0,64,4
103.6031548,1.821776557,0,62,4
87.00669211,1.587462292,0,21,6
101.2442581,1.918122777,1,48,2
106.8008396,1.762976052,0,26,6
70.55973232,1.820009893,1,36,1
79.16622349,1.597992864,0,24,4
50.10914255,1.716777218,1,31,7
78.86177681,1.734755415,1,60,5
55.15101097,1.89912317,1,62,2
108.5227026,1.898978279,1,19,3
79.91032361,1.514065715,0,65,5
60.04560308,1.771142189,0,25,6
98.36885326,1.93839144,1,52,4
74.85330781,1.798033011,0,64,4
87.33902712,1.686037149,0,39,5
86.35398212,1.905820671,1,61,7
70.45999632,1.947610893,1,60,4
61.51457436,1.53631783,0,59,6
101.8978573,1.865422539,1,47,6
90.62551562,1.966113234,1,44,5
81.68942174,1.657833505,0,58,7
64.43763152,1.649638561,0,22,6
91.21538805,1.809030636,1,41,4
84.26928096,1.725461596,0,55,6
53.23283184,1.96251304,1,39,7
57.82359702,1.457452888,0,57,6
100.7826887,1.820127253,0,41,1
55.00274388,1.947991341,1,41,6
89.43600597,1.815853586,0,62,5
105.4685804,1.780439676,0,40,5
77.63644588,1.781278496,1,64,7
57.53603299,1.837832273,1,28,7
52.02847108,1.526902482,0,43,6
63.4652731,1.639179115,0,35,4
51.2840033,1.817343451,1,25,5
74.96862125,1.588548345,0,37,1
78.96958945,1.73027779,1,44,5
53.56160204,1.718494879,1,65,6
76.55848159,1.79945124,1,62,1
77.81441979,1.816156858,1,47,7
92.8527911,1.699236758,0,55,6
100.4603815,1.926929435,1,61,6
55.85329798,1.496014411,0,48,5
97.77636563,1.674568022,0,45,7
51.81788719,1.467795881,0,31,4
67.9730545,1.871404701,1,32,7
60.60255106,1.895062226,1,65,7
53.39445852,1.757412866,0,20,7
77.06162442,1.823725887,1,21,5
85.42513916,1.876586323,1,35,7
53.43967463,1.817791456,1,29,4
79.58555942,1.820156049,0,54,7
82.53622622,1.692805931,0,52,5
61.7658612,1.582174864,0,59,6
106.8897697,1.959369304,1,28,6
67.72009367,1.797062671,0,46,4
56.20625159,1.829830424,0,43,6
88.67322708,1.783070319,0,63,6
96.16917003,1.796007928,0,20,4
72.28269474,1.667735672,0,44,5
91.93791952,1.759843491,0,21,7
76.04982609,1.663211105,0,48,3
74.62513618,1.705707881,1,39,4
61.65792483,1.500215171,0,32,6
106.7484457,1.781058578,0,24,4
60.87978622,1.699147293,0,63,4
77.22072395,1.564916806,0,25,7
100.9677127,1.747982931,0,30,4
50.52566997,1.4557713,0,62,4
65.42599118,1.821165688,1,31,6
95.88535659,1.925014502,1,46,4
94.36193903,1.764450823,0,33,4
99.5949916,1.878615175,1,54,3
63.4242207,1.729875985,1,31,7
78.93588878,1.574823699,0,57,6
77.11889944,1.737984163,0,60,7
64.41462418,1.776106923,1,48,4
76.32290865,1.765933824,0,24,5
93.24536602,1.739151371,0,54,4
96.57141466,1.816539632,0,26,5
78.45353671,1.967119927,1,45,4
67.81993565,1.764222128,1,46,4
80.71246392,1.812634441,1,19,3
83.33580582,1.756279525,1,63,5
107.0517536,1.899031239,1,44,4
103.8051573,1.740932849,1,63,6
53.0087358,1.768083785,1,36,6
100.0985307,1.790066519,1,54,4
98.26014859,1.683080742,0,55,5
74.19962282,1.597107558,0,27,5
59.37738804,1.441996602,0,45,5
74.19036116,1.764693867,1,51,5
100.5392317,1.763548975,1,25,4
56.91052721,1.891386228,1,65,4
59.99563699,1.80050783,1,43,5
104.6122587,1.811747014,0,25,5
105.0612489,1.808985654,1,19,7
101.5676103,1.820924581,0,65,4
77.3353905,1.827541499,0,50,6
104.2342037,1.823936357,1,57,5
81.44016403,1.678213443,0,45,3
88.53412883,1.802766506,0,48,7
87.77206626,1.801066486,0,39,5
73.25382667,1.485142031,0,20,4
72.15377245,1.971282737,1,61,6
97.86556209,1.775036738,0,62,5
61.68487134,1.946890011,1,38,6
94.25586348,1.834915455,1,54,3
76.83288731,1.788603812,0,35,3
79.57807605,1.898811536,1,55,5
103.8548707,1.798107566,0,21,3
86.7671074,1.965325069,1,31,4
79.54641574,1.770544733,1,25,6
98.1557317,1.956381802,1,45,4
66.71880253,1.916870525,1,64,6
106.7962963,1.9275152,1,37,5
98.87835945,1.689441315,0,22,4
79.25977872,1.727666599,1,58,4
72.00725892,1.525700938,0,38,7
86.18318567,1.581735823,0,42,5
83.25131668,1.781157537,0,65,6
106.6241539,1.785810392,0,33,6
97.40015895,1.728718255,0,52,7
96.39600158,1.967404814,1,23,4
101.4586076,1.825893508,1,36,5
92.124156,1.804295574,1,33,7
98.29552727,1.713290969,1,34,6
75.84407472,1.756974242,1,59,6
71.09549188,1.781588585,1,49,4
65.28885582,1.953559365,1,35,7
105.6582976,1.752360497,0,51,6
95.77624403,1.927229364,1,64,5
87.93936502,1.859796176,1,56,7
63.19471874,1.94038096,1,38,5
89.16076215,1.687236056,0,51,7
58.41358496,1.726273796,1,59,1
76.57367584,1.894236602,1,31,4
50.02642017,1.605254178,0,30,4
64.07317633,1.81804185,0,61,4
69.71113779,1.888930403,1,28,5
84.22351967,1.940550442,1,33,4
98.45703121,1.733446175,0,51,5
103.8717433,1.795742585,0,58,6
109.3332879,1.969377001,1,31,4
61.18692914,1.727564285,0,19,4
84.26914036,1.555807643,0,33,1
85.42282507,1.897049853,1,56,4
58.33770421,1.89781366,1,52,1
51.29603858,1.832316659,1,38,7
72.48030535,1.816420916,1,59,1
105.0513993,1.935734658,1,42,1
94.68574784,1.733613263,0,65,1
60.14189371,1.399220499,0,19,6
74.16295815,1.631936601,0,31,5
83.55879355,1.740762462,1,37,6
56.43575862,1.493901713,0,35,5
85.73203854,1.722412758,0,32,4
68.54031459,1.521565083,0,25,7
97.38994574,1.718385587,0,38,7
103.9286211,1.773702751,1,27,4
104.3300529,1.743476146,0,37,7
55.79607762,1.878247731,1,43,7
70.58222862,1.901210239,1,38,4
65.52087421,1.490647801,0,61,4
104.0228014,1.848424655,1,51,6
65.43715799,1.634482159,0,34,4
81.75974224,1.728380625,1,64,7
69.64051818,1.744562532,0,47,4
76.3706495,1.938376277,1,41,5
70.82102038,1.765724071,0,39,4
108.838111,1.804915194,0,38,2
77.16112443,1.706353288,1,32,2
52.54000079,1.610466388,0,42,4
67.89844375,1.405967229,0,37,4
82.694965,1.755873576,0,25,6
68.99439093,1.57214027,0,19,4
90.9847218,1.700849572,1,55,6
72.68665917,1.815870506,0,32,7
66.80520669,1.798644173,1,36,4
81.17669134,1.940282863,1,41,3
96.67585291,1.8092214,1,49,5
89.47612182,1.71960779,0,22,5
95.84262216,1.815055865,0,59,4
54.93306409,1.702254211,1,28,4
62.94776088,1.937714739,1,34,4
73.94877278,1.684705694,0,35,6
100.4889704,1.785403507,0,55,4
108.2633334,1.769121829,0,27,5
59.39673603,1.740341604,0,56,4
68.79002828,1.806638387,1,48,7
73.7286675,1.962995097,1,57,6
55.79515003,1.673615857,0,59,6
104.9665001,1.817734142,0,21,3
55.83928385,1.487117856,0,44,5
62.49055927,1.907698826,1,52,5
81.74518659,1.856956073,1,25,2
55.60856056,1.419672126,0,46,7
81.85380902,1.654173231,0,41,4
99.32219562,1.731178212,0,57,7
101.6906004,1.872351234,1,36,4
82.09214875,1.887795164,1,35,5
71.17587352,1.438356421,0,38,6
55.86388211,1.484819716,0,38,5
84.82145648,1.976940322,1,22,5
85.91585259,1.711494165,0,41,2
98.70401812,1.793201721,0,37,7
106.9246875,1.770232306,0,23,6
94.3888631,1.934100686,1,18,6
69.86193658,1.434247172,0,52,5
97.08566552,1.784893086,0,33,4
62.1986315,1.586371771,0,29,4
53.60620353,1.411813909,0,63,5
92.36528093,1.65676116,0,42,4
106.4124385,1.914740415,1,41,5
87.31558126,1.817595251,1,21,6
50.32977284,1.616260964,0,59,4
60.81962787,1.744159469,0,38,4
74.68392991,1.589650049,0,19,5
56.73374125,1.645262515,0,54,5
78.48070228,1.958794268,1,57,7
65.0362433,1.838345621,1,23,4
104.1463886,1.727515284,1,58,4
104.5290095,1.829272224,0,34,5
83.05886236,1.751938252,1,27,6
58.63230883,1.401809846,0,43,5
61.7092692,1.559742106,0,26,4
93.5701984,1.870844191,1,48,5
92.04998449,1.953512799,1,38,4
75.53337704,1.502382526,0,24,6
80.13353559,1.893928383,1,18,6
102.3128762,1.786992051,0,27,4
82.12269956,1.594519996,0,31,5
106.2499539,1.961521291,1,50,6
98.33127991,1.693383093,0,25,5
95.23467221,1.751139483,1,37,7
55.28994094,1.792424701,1,51,5
103.3638549,1.870825522,1,65,4
86.72890419,1.684044284,0,37,5
76.40114255,1.933378398,1,32,4
109.8329906,1.8226085,0,26,4
60.00526143,1.934539539,1,34,5
68.87507373,1.963318804,1,44,3
84.28570006,1.639587166,0,41,6
100.0553655,1.964340065,1,25,4
93.66210659,1.753501269,1,28,5
50.22074543,1.50380122,0,27,6
55.68759877,1.863546345,1,42,5
75.49346848,1.743578546,1,31,7
51.94456049,1.656356017,0,42,5
68.85060159,1.73903059,1,34,4
68.85870434,1.751121143,0,55,7
72.11246624,1.69244681,0,29,7
71.56632476,1.48770702,0,26,4
50.27505587,1.743977277,0,57,7
98.70911014,1.841379645,1,29,5
86.96449684,1.691822598,0,45,6
103.7018916,1.906395492,1,52,4
72.14273653,1.795308786,0,34,4
85.54823203,1.935964008,1,19,4
94.84630105,1.761292133,1,65,5
103.5996435,1.818569909,0,23,7
73.17012176,1.938962613,1,60,4
68.71688615,1.845109882,1,60,5
72.53030915,1.469416467,0,27,7
81.98557204,1.565341194,0,31,5
64.04684359,1.924239567,1,48,4
96.7172902,1.84744373,1,50,2
98.30927541,1.893297716,1,61,7
64.19350413,1.591919239,0,39,7
84.20642853,1.578005486,0,55,7
51.20519244,1.790933301,1,38,4
73.96607322,1.624011568,0,46,6
78.06665935,1.969791036,1,24,5
93.48571914,1.780278452,0,32,6
79.12450509,1.702401382,0,23,4
50.08185145,1.469868999,0,24,4
94.86925391,1.78781398,1,49,4
58.9675973,1.794607274,1,59,7
109.4309754,1.822601026,0,25,4
91.58529367,1.619427617,0,54,1
90.23758244,1.826398414,1,23,7
82.44540624,1.947889425,1,23,7
67.24593535,1.969330416,1,26,5
50.62156317,1.910628247,1,33,1
59.47366013,1.824757596,1,42,1
64.58094482,1.511324664,0,28,7
106.8473186,1.760561455,0,21,5
54.30285473,1.532905245,0,55,7
102.5274684,1.739969369,0,34,7
61.75228538,1.717015237,1,46,5
95.09266151,1.650383445,0,63,3
57.16538391,1.88309255,1,38,5
62.62220409,1.93646348,1,33,4
84.68306861,1.74147319,1,46,7
72.81418346,1.514582994,0,21,5
88.78825728,1.755598457,1,52,5
78.05573954,1.704993458,1,61,5
50.90257174,1.460290473,0,51,4
109.129573,1.773658186,0,31,7
57.11725634,1.563620772,0,64,4
103.07717,1.818441686,0,36,5
95.95162882,1.678856724,0,45,5
94.36535354,1.888538554,1,50,4
55.86525213,1.766852396,0,29,7
95.20687592,1.952664368,1,60,6
83.92186976,1.827432444,1,40,7
94.08020205,1.775385644,0,30,7
66.79673493,1.752245233,1,47,5
95.19199688,1.673567677,0,26,3
57.89029955,1.890917146,1,19,7
53.92387428,1.738835377,0,53,5
88.3530815,1.692618806,0,61,5
76.99809397,1.668074381,0,37,7
100.1365523,1.798797242,0,37,5
56.98443486,1.615246756,0,28,3
84.17113716,1.868103558,1,52,4
58.00929479,1.922340259,1,33,5
100.1991231,1.779299234,1,29,4
61.56755502,1.548325683,0,37,7
75.03037491,1.515322419,0,44,4
88.79061095,1.775564955,0,40,6
101.5764855,1.738252305,0,19,4
97.64165907,1.911324222,1,41,4
72.19141152,1.571498154,0,54,6
100.7215447,1.719274157,0,46,1
71.23895133,1.54127976,0,38,6
52.38313057,1.526358645,0,47,4
78.56414119,1.741037204,0,59,4
77.68167584,1.760631311,1,60,5
80.696142,1.787606447,1,27,4
56.51951723,1.532613418,0,44,4
69.67923503,1.505357439,0,20,6
98.0034689,1.820960535,0,56,4
102.1414789,1.745749101,0,59,6
100.6129258,1.945817779,1,27,4
93.1908111,1.64873371,0,20,4
62.10891833,1.93991695,1,60,4
109.6622725,1.809205923,0,27,7
61.80230321,1.671798916,0,46,7
67.31468499,1.814512636,0,48,6
56.16142113,1.767767879,1,29,7
72.48191168,1.631922046,0,24,5
50.31457486,1.717115672,1,27,5
60.5674832,1.754914944,1,26,4
95.2602042,1.674829861,0,62,5
76.50462297,1.769567559,1,21,5
63.73141997,1.905050304,1,44,4
53.57105724,1.430359664,0,51,6
73.92969531,1.914062999,1,39,5
107.0449312,1.848421942,1,32,7
68.78283884,1.760928845,1,20,7
81.32626831,1.599766676,0,34,7
69.70947384,1.74172287,0,27,6
92.00687218,1.951658518,1,59,4
94.02409837,1.660791553,0,25,6
58.07392256,1.834265119,1,38,5
59.924209,1.938649096,1,43,6
96.39924277,1.731453961,1,20,5
96.78291083,1.882205233,1,49,7
59.6249623,1.862997494,1,32,5
98.98243926,1.834956033,1,20,6
109.3408477,1.825707486,0,18,7
79.78887516,1.800191886,1,52,4
98.99770337,1.966048132,1,31,6
60.95522972,1.873324051,1,31,6
86.82782994,1.666735996,0,27,4
53.91208175,1.751847438,1,50,5
100.3092157,1.868455655,1,55,5
106.212993,1.854128776,1,54,5
109.7067461,1.854720125,1,53,6
102.384696,1.748348701,1,40,4
82.65325933,1.79222874,1,21,4
95.71816588,1.737075684,1,41,5
107.5954938,1.781575412,0,58,6
97.38968982,1.933597303,1,55,6
77.891342,1.561702091,0,27,6
51.32668252,1.791468993,0,41,7
69.61538934,1.428029082,0,65,6
84.85019633,1.709979205,1,38,6
108.4164668,1.873419115,1,43,5
62.36123624,1.708892048,1,55,5
75.2115903,1.789536598,1,60,4
57.16896362,1.719521032,1,40,5
67.61960432,1.866281718,1,52,4
101.078527,1.765920131,0,22,5
50.60870849,1.870561317,1,50,4
59.37249833,1.743480335,1,52,4
104.6481278,1.819449249,1,37,5
82.81660775,1.655008507,0,39,6
76.34735648,1.570496009,0,40,2
95.43458129,1.822994534,0,37,6
53.73903619,1.457563402,0,53,6
50.98625958,1.775711509,1,60,7
72.85283812,1.727052448,0,46,5
59.23879805,1.865603531,1,30,1
60.38647667,1.770057105,1,26,5
66.53812099,1.807434558,1,46,5
83.8254423,1.772816741,0,19,7
83.72483761,1.891583306,1,23,2
69.12861875,1.822458997,0,48,7
92.02733251,1.753744841,0,57,4
67.76355134,1.738517616,1,46,4
109.5158535,1.785612576,0,46,7
78.66871709,1.849826002,1,62,4
80.19732277,1.978680559,1,61,4
78.81940828,1.828609813,0,24,6
83.92687709,1.639599579,0,24,7
63.29406523,1.878956658,1,45,3
69.85329367,1.879273276,1,53,5
102.3770807,1.798412135,0,19,4
60.70612183,1.842447662,1,28,4
88.17700367,1.81474547,1,18,7
72.70543318,1.488080362,0,40,3
93.14701008,1.788345599,0,40,4
101.6340459,1.933889999,1,41,7
97.97338362,1.755656542,0,50,7
77.88458363,1.940359243,1,45,1
93.71882412,1.740545968,0,57,1
60.12732813,1.741783666,0,36,6
65.76633489,1.414259987,0,63,4
61.45751934,1.91358576,1,42,6
66.06588024,1.976856688,1,41,4
99.38237146,1.856249492,1,21,2
107.7797608,1.848779898,1,32,6
50.02102985,1.977499463,1,65,3
55.2599338,1.798147113,0,30,4
96.25098536,1.817806646,0,57,5
102.0031989,1.809828083,0,19,4
65.11360147,1.682323029,0,65,5
95.42842829,1.88196782,1,19,5
61.64938181,1.417233131,0,51,4
96.2976671,1.921026286,1,26,5
63.35230017,1.434826086,0,29,1
99.19191588,1.705318732,0,51,4
86.77296165,1.730822169,0,65,5
107.7547534,1.767112006,1,61,6
108.2191743,1.968028957,1,55,7
99.47271754,1.742159908,0,29,7
67.1904684,1.430732533,0,52,6
78.09242861,1.578101422,0,35,5
86.16460119,1.957087615,1,38,7
70.70171274,1.800133992,1,61,4
77.62860611,1.625774369,0,28,5
100.244868,1.785878759,1,28,2
103.153765,1.770183698,0,35,4
92.61896263,1.925767356,1,19,7
103.0966194,1.752662637,0,30,7
82.43493747,1.810469536,0,32,6
73.63006581,1.692705475,0,34,6
105.0009128,1.776339324,0,35,4
105.4234513,1.774313295,1,47,4
83.31521656,1.929215782,1,53,4
61.11356533,1.739455424,0,34,7
53.69616409,1.800185434,1,52,6
72.8662002,1.973469518,1,18,4
109.0665856,1.784670826,0,39,5
91.63574239,1.797111161,0,62,7
50.33774522,1.755976003,1,51,4
84.07042082,1.600166572,0,38,6
78.56099047,1.546376122,0,55,3
64.93868876,1.531150829,0,53,4
54.26790648,1.779214465,1,53,5
96.63832385,1.728444133,0,28,5
100.019546,1.750872579,1,53,2
102.6187821,1.721154567,0,56,6
69.08047156,1.948563808,1,25,7
62.40698162,1.702171179,1,39,6
52.3278333,1.649172139,0,47,6
82.1495061,1.742938345,1,29,5
93.88823768,1.812206075,0,65,4
89.24149717,1.779480801,1,26,6
51.93313029,1.848725857,1,37,4
106.5611095,1.798041523,0,45,5
63.15824066,1.882641369,1,37,3
93.89180879,1.788103424,0,18,5
66.10846291,1.422643005,0,58,4
65.70627871,1.810636701,0,20,3
81.67837162,1.681090058,0,52,4
80.58047217,1.827870394,0,51,3
